Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
0.007875443,0.07715073,0.04910471,0.06577028,-0.01072848,0.1260564,0.9878885,9.887611,4.832629,20.67598,890.5294
0.027699471,0.2637249,0.0490554,-0.05672557,-0.01077637,0.1264344,0.9787899,9.881317,4.463837,20.30918,890.5294
0.047523022,0.01433222,-0.06865199,0.004332632,-0.01127466,0.125923,0.9768758,9.881317,4.463837,20.30918,890.5294
0.067347050,0.0137879,0.1670954,-0.0567477,-0.01275771,0.1308229,0.9802299,9.170012,4.484788,21.13213,890.5294
0.087170601,-0.1728192,-0.009802043,0.004310496,-0.01124404,0.1269819,0.9840584,9.170012,4.484788,21.13213,890.5328
0.106995106,-0.1102271,-0.1866252,0.06554179,-0.01424305,0.1293117,0.9764028,9.170012,4.484788,21.13213,890.5328
0.126819134,0.07660258,0.1080904,0.1267539,-0.01468735,0.1249879,0.9811938,9.52064,4.838108,20.68309,890.5328
0.146642685,0.07629285,-0.009598672,0.004354633,-0.01025327,0.1245415,0.9830992,9.52064,4.838108,20.68309,890.5328
0.166462421,0.1385723,-0.06844993,0.06545143,-0.009264696,0.1216031,0.9811822,9.514347,4.469316,20.3163,890.5328
0.186286449,-0.1725669,0.1671676,0.1877907,-0.008310562,0.1274514,0.9816572,9.514347,4.469316,20.3163,890.5328
0.206110954,0.07653832,-0.0684759,0.004226342,-0.01223977,0.1299032,0.9845388,9.514347,4.469316,20.3163,890.5328
0.228412628,-0.2348794,-0.009536624,0.06547576,-0.01323693,0.1303573,0.9821466,9.512606,4.468547,20.25409,890.5328
0.248236179,0.2012675,-0.1273926,-0.05669293,-0.01123106,0.1181437,0.9773568,9.512606,4.468547,20.25409,890.5328
0.268060207,0.1386235,-0.1862624,0.004557021,-0.01271803,0.1269761,0.9840618,9.149517,5.207767,20.68376,890.5328
0.287883759,0.1385296,-0.1862386,0.06557652,-0.004890243,0.1333323,0.9840419,9.149517,5.207767,20.68376,890.5328
0.307708263,0.2006334,0.1083465,0.0654311,-0.005913541,0.1396367,0.9826058,9.149517,5.207767,20.68376,890.5328
0.327532291,-0.1728588,0.04903285,0.004274279,-0.01326077,0.1303002,0.9773579,9.52064,4.838108,20.68309,890.5328
0.347355843,0.07642314,-0.009891704,-0.1180095,-0.00830245,0.1250072,0.9807002,9.52064,4.838108,20.68309,890.531
0.367175579,-0.1725191,-0.1277099,-0.05672068,-0.01071427,0.1201776,0.9845381,9.524794,4.473928,20.68955,890.531
0.386999607,0.1381969,-0.06862476,0.004337475,-0.009770541,0.1343776,0.9917148,9.524794,4.473928,20.68955,890.531
0.406824112,0.01431517,-0.1278086,-0.05687725,-0.01665056,0.119565,0.9759323,9.524794,4.473928,20.68955,890.531
0.426647663,-0.6705757,-0.1278576,0.1264544,-0.01566524,0.1249954,0.9821538,9.52064,4.838108,20.68309,890.531
